Zone,Fish type,Species,Season,Year,Number of Boated catch,Weight in Kgs,Tagged fish,Hours,CPUE,Released weight (weight - boated),Calculated length
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1994/1995,1995,165,2162,0,7,23.6,,
Kilifi,Wahoo,Acanthocybium solandri,1994/1995,1995,29,337,0,7,4.1,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1994/1995,1995,19,252,0,7,2.7,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1995/1996,1996,490,4861,1,7,70.0,,
Watamu,Wahoo,Acanthocybium solandri,1995/1996,1996,566,6684,0,7,80.9,,
Shimoni,Wahoo,Acanthocybium solandri,1995/1996,1996,164,2040,0,7,23.4,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1995/1996,1996,173,2212,0,7,24.7,,
Kilifi,Wahoo,Acanthocybium solandri,1995/1996,1996,12,161,0,7,1.7,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1995/1996,1996,25,297,0,7,3.6,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1996/1997,1997,421,4647,0,7,60.1,,
Watamu,Wahoo,Acanthocybium solandri,1996/1997,1997,436,5179,0,7,62.3,,
Shimoni,Wahoo,Acanthocybium solandri,1996/1997,1997,84,983,0,7,12.0,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1996/1997,1997,88,1212,0,7,12.6,,
Kilifi,Wahoo,Acanthocybium solandri,1996/1997,1997,12,130,0,7,1.7,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1996/1997,1997,31,385,0,7,4.4,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1997/1998,1998,353,4213.9,1,7,50.4,,
Watamu,Wahoo,Acanthocybium solandri,1997/1998,1998,446,5016,1,7,63.7,,
Shimoni,Wahoo,Acanthocybium solandri,1997/1998,1998,200,2170.7,0,7,28.6,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1997/1998,1998,78,698,0,7,11.1,,
Kilifi,Wahoo,Acanthocybium solandri,1997/1998,1998,23,294,0,7,3.3,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1997/1998,1998,13,178,0,7,1.9,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1998/1999,1999,695,6282,0,7,99.3,,
Watamu,Wahoo,Acanthocybium solandri,1998/1999,1999,898,8395,0,7,128.3,,
Shimoni,Wahoo,Acanthocybium solandri,1998/1999,1999,103,1043,0,7,14.7,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1998/1999,1999,85,835,0,7,12.1,,
Kilifi,Wahoo,Acanthocybium solandri,1998/1999,1999,32,268,0,7,4.6,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1998/1999,1999,11,137,0,7,1.6,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1999/2000,2000,768,9059.4,0,7,109.7,,
Watamu,Wahoo,Acanthocybium solandri,1999/2000,2000,463,5371,0,7,66.1,,
Shimoni,Wahoo,Acanthocybium solandri,1999/2000,2000,56,666,0,7,8.0,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1999/2000,2000,87,1099,0,7,12.4,,
Kilifi,Wahoo,Acanthocybium solandri,1999/2000,2000,19,238,0,7,2.7,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1999/2000,2000,51,668,0,7,7.3,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2000/2001,2001,522,5463,0,7,74.6,,
Watamu,Wahoo,Acanthocybium solandri,2000/2001,2001,489,5063,0,7,69.9,,
Shimoni,Wahoo,Acanthocybium solandri,2000/2001,2001,97,1206,0,7,13.9,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2000/2001,2001,61,773,0,7,8.7,,
Kilifi,Wahoo,Acanthocybium solandri,2000/2001,2001,38,302,0,7,5.4,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2000/2001,2001,45,542,0,7,6.4,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2001/2002,2002,400,4736,0,7,57.1,,
Watamu,Wahoo,Acanthocybium solandri,2001/2002,2002,889,12833,0,7,127.0,,
Shimoni,Wahoo,Acanthocybium solandri,2001/2002,2002,40,454,0,7,5.7,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2001/2002,2002,58,803,0,7,8.3,,
Kilifi,Wahoo,Acanthocybium solandri,2001/2002,2002,11,126,0,7,1.6,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2001/2002,2002,45,542,0,7,6.4,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2002/2003,2003,616,6754,0,7,88.0,,
Watamu,Wahoo,Acanthocybium solandri,2002/2003,2003,656,7549,0,7,93.7,,
Shimoni,Wahoo,Acanthocybium solandri,2002/2003,2003,73,851,0,7,10.4,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2002/2003,2003,97,1178,0,7,13.9,,
Kilifi,Wahoo,Acanthocybium solandri,2002/2003,2003,24,243,0,7,3.4,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2002/2003,2003,53,759,0,7,7.6,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2003/2004,2004,526,5974.7,0,7,75.1,,
Watamu,Wahoo,Acanthocybium solandri,2003/2004,2004,478,6212.5,0,7,68.3,,
Shimoni,Wahoo,Acanthocybium solandri,2003/2004,2004,68,854,0,7,9.7,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2003/2004,2004,91,1006.7,0,7,13.0,,
Kilifi,Wahoo,Acanthocybium solandri,2003/2004,2004,63,349,0,7,9.0,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2003/2004,2004,94,1114,0,7,13.4,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2004/2005,2005,221,2957.3,0,7,31.6,,
Watamu,Wahoo,Acanthocybium solandri,2004/2005,2005,439,6698,0,7,62.7,,
Shimoni,Wahoo,Acanthocybium solandri,2004/2005,2005,21,275,0,7,3.0,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2004/2005,2005,47,576,0,7,6.7,,
Kilifi,Wahoo,Acanthocybium solandri,2004/2005,2005,15,180,0,7,2.1,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2004/2005,2005,37,389,0,7,5.3,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2005/2006,2006,34,430,0,7,4.9,,
Watamu,Wahoo,Acanthocybium solandri,2005/2006,2006,269,4069.5,0,7,38.4,,
Shimoni,Wahoo,Acanthocybium solandri,2005/2006,2006,41,455.5,0,7,5.9,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2005/2006,2006,44,376.2,0,7,6.3,,
Kilifi,Wahoo,Acanthocybium solandri,2005/2006,2006,3,27,0,7,0.4,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2005/2006,2006,26,302,0,7,3.7,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2006/2007,2007,369,3688.5,0,7,52.7,,
Watamu,Wahoo,Acanthocybium solandri,2006/2007,2007,554,6238.5,0,7,79.1,,
Shimoni,Wahoo,Acanthocybium solandri,2006/2007,2007,23,221.5,1,7,3.3,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2006/2007,2007,27,321.3,0,7,3.9,,
Kilifi,Wahoo,Acanthocybium solandri,2006/2007,2007,0,0,0,7,0.0,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2006/2007,2007,31,340,0,7,4.4,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2007/2008,2008,556,5205,0,7,79.4,,
Watamu,Wahoo,Acanthocybium solandri,2007/2008,2008,486,4851,0,7,69.4,,
Shimoni,Wahoo,Acanthocybium solandri,2007/2008,2008,38,312.9,0,7,5.4,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2007/2008,2008,15,178,0,7,2.1,,
Kilifi,Wahoo,Acanthocybium solandri,2007/2008,2008,12,0,0,7,1.7,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2007/2008,2008,59,573,0,7,8.4,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2008/2009,2009,287,3113,0,7,41.0,,
Watamu,Wahoo,Acanthocybium solandri,2008/2009,2009,438,5837,0,7,62.6,,
Shimoni,Wahoo,Acanthocybium solandri,2008/2009,2009,12,115.5,0,7,1.7,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2008/2009,2009,68,1017,0,7,9.7,,
Kilifi,Wahoo,Acanthocybium solandri,2008/2009,2009,4,30,0,7,0.6,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2008/2009,2009,34,10,0,7,4.9,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2009/2010,2010,612,5539,0,7,87.4,,
Watamu,Wahoo,Acanthocybium solandri,2009/2010,2010,438,5837,2,7,62.6,,
Shimoni,Wahoo,Acanthocybium solandri,2009/2010,2010,14,129.6,0,7,2.0,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2009/2010,2010,53,482.5,0,7,7.6,,
Kilifi,Wahoo,Acanthocybium solandri,2009/2010,2010,223,173,0,7,31.9,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2009/2010,2010,77,638,1,7,11.0,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2010/2011,2011,612,5539,0,7,87.4,,
Watamu,Wahoo,Acanthocybium solandri,2010/2011,2011,555,3716,2,7,79.3,,
Shimoni,Wahoo,Acanthocybium solandri,2010/2011,2011,14,129.6,0,7,2.0,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2010/2011,2011,53,482.5,0,7,7.6,,
Kilifi,Wahoo,Acanthocybium solandri,2010/2011,2011,223,173,0,7,31.9,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2010/2011,2011,77,638,1,7,11.0,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2011/2012,2012,578,5364,0,7,82.6,,
Watamu,Wahoo,Acanthocybium solandri,2011/2012,2012,328,2906,0,7,46.9,,
Shimoni,Wahoo,Acanthocybium solandri,2011/2012,2012,137,1198,0,7,19.6,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2011/2012,2012,61,547,0,7,8.7,,
Kilifi,Wahoo,Acanthocybium solandri,2011/2012,2012,22,245,0,7,3.1,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2011/2012,2012,52,498,0,7,7.4,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2012/2013,2013,504,3582,0,7,72.0,,
Watamu,Wahoo,Acanthocybium solandri,2012/2013,2013,357,2962,0,7,51.0,,
Shimoni,Wahoo,Acanthocybium solandri,2012/2013,2013,53,349,0,7,7.6,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2012/2013,2013,44,515,0,7,6.3,,
Kilifi,Wahoo,Acanthocybium solandri,2012/2013,2013,26,162.5,0,7,3.7,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2012/2013,2013,13,118,0,7,1.9,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2013/2014,2014,226,2216,0,7,32.3,,
Watamu,Wahoo,Acanthocybium solandri,2013/2014,2014,322,3224,0,7,46.0,,
Shimoni,Wahoo,Acanthocybium solandri,2013/2014,2014,68,541,0,7,9.7,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2013/2014,2014,71,727,0,7,10.1,,
Kilifi,Wahoo,Acanthocybium solandri,2013/2014,2014,8,86,0,7,1.1,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2013/2014,2014,25,258,0,7,3.6,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,2014/2015,2015,0,0,0,7,0.0,,
Watamu,Wahoo,Acanthocybium solandri,2014/2015,2015,40,408,0,7,5.7,,
Shimoni,Wahoo,Acanthocybium solandri,2014/2015,2015,6,145,0,7,0.9,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,2014/2015,2015,21,0,0,7,3.0,,
Kilifi,Wahoo,Acanthocybium solandri,2014/2015,2015,11,91,0,7,1.6,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,2014/2015,2015,0,0,0,7,0.0,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1990/1991,1991,2669,18048,0,7,381.3,,
Watamu,Yellowfin tuna,Thunnus albacares,1990/1991,1991,2548,21019,0,7,364.0,,
Shimoni,Yellowfin tuna,Thunnus albacares,1990/1991,1991,398,6640,0,7,56.9,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1990/1991,1991,153,1046,0,7,21.9,,
Kilifi,Yellowfin tuna,Thunnus albacares,1990/1991,1991,31,302,0,7,4.4,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1990/1991,1991,338,2687,0,7,48.3,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1991/1992,1992,2969,20485,0,7,424.1,,
Watamu,Yellowfin tuna,Thunnus albacares,1991/1992,1992,3648,34821,0,7,521.1,,
Shimoni,Yellowfin tuna,Thunnus albacares,1991/1992,1992,307,5517,0,7,43.9,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1991/1992,1992,456,2731,0,7,65.1,,
Kilifi,Yellowfin tuna,Thunnus albacares,1991/1992,1992,270,1435,0,7,38.6,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1991/1992,1992,436,5406,0,7,62.3,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1992/1993,1993,3084,20978.4,7,7,440.6,,
Watamu,Yellowfin tuna,Thunnus albacares,1992/1993,1993,3605,38376,0,7,515.0,,
Shimoni,Yellowfin tuna,Thunnus albacares,1992/1993,1993,779,7829,0,7,111.3,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1992/1993,1993,480,4078.1,0,7,68.6,,
Kilifi,Yellowfin tuna,Thunnus albacares,1992/1993,1993,64,674,0,7,9.1,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1992/1993,1993,297,2477.25,0,7,42.4,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1993/1994,1994,3833,30794,77,7,547.6,,
Watamu,Yellowfin tuna,Thunnus albacares,1993/1994,1994,3377,38603.9,2,7,482.4,,
Shimoni,Yellowfin tuna,Thunnus albacares,1993/1994,1994,460,6787.8,0,7,65.7,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1993/1994,1994,456,2601.2,19,7,65.1,,
Kilifi,Yellowfin tuna,Thunnus albacares,1993/1994,1994,66,270.9,0,7,9.4,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1993/1994,1994,138,1076,0,7,19.7,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1994/1995,1995,2162,21776,0,7,308.9,,
Watamu,Yellowfin tuna,Thunnus albacares,1994/1995,1995,2361,32635,1,7,337.3,,
Shimoni,Yellowfin tuna,Thunnus albacares,1994/1995,1995,357,4231,0,7,51.0,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1994/1995,1995,241,1871,0,7,34.4,,
Kilifi,Yellowfin tuna,Thunnus albacares,1994/1995,1995,203,1351,0,7,29.0,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1994/1995,1995,138,1189,0,7,19.7,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1995/1996,1996,2816,32608,20,7,402.3,,
Watamu,Yellowfin tuna,Thunnus albacares,1995/1996,1996,2867,26675,2,7,409.6,,
Shimoni,Yellowfin tuna,Thunnus albacares,1995/1996,1996,431,5151,0,7,61.6,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1995/1996,1996,344,5860,0,7,49.1,,
Kilifi,Yellowfin tuna,Thunnus albacares,1995/1996,1996,151,1021,0,7,21.6,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1995/1996,1996,206,1604,0,7,29.4,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1996/1997,1997,1691,15670,0,7,241.6,,
Watamu,Yellowfin tuna,Thunnus albacares,1996/1997,1997,1578,18202,0,7,225.4,,
Shimoni,Yellowfin tuna,Thunnus albacares,1996/1997,1997,313,6023,0,7,44.7,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1996/1997,1997,127,964,0,7,18.1,,
Kilifi,Yellowfin tuna,Thunnus albacares,1996/1997,1997,97,490,0,7,13.9,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1996/1997,1997,95,660,0,7,13.6,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1997/1998,1998,2017,22998.1,7,7,288.1,,
Watamu,Yellowfin tuna,Thunnus albacares,1997/1998,1998,1636,18001,0,7,233.7,,
Shimoni,Yellowfin tuna,Thunnus albacares,1997/1998,1998,134,1022.8,0,7,19.1,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1997/1998,1998,207,1208,0,7,29.6,,
Kilifi,Yellowfin tuna,Thunnus albacares,1997/1998,1998,126,768,0,7,18.0,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1997/1998,1998,138,1350,0,7,19.7,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1998/1999,1999,876,9571,11,7,125.1,,
Watamu,Yellowfin tuna,Thunnus albacares,1998/1999,1999,745,5918,0,7,106.4,,
Shimoni,Yellowfin tuna,Thunnus albacares,1998/1999,1999,206,1109,0,7,29.4,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1998/1999,1999,184,659,0,7,26.3,,
Kilifi,Yellowfin tuna,Thunnus albacares,1998/1999,1999,52,177,0,7,7.4,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1998/1999,1999,85,642,0,7,12.1,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,1999/2000,2000,982,11345,43,7,140.3,,
Watamu,Yellowfin tuna,Thunnus albacares,1999/2000,2000,504,4501,0,7,72.0,,
Shimoni,Yellowfin tuna,Thunnus albacares,1999/2000,2000,107,548,0,7,15.3,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,1999/2000,2000,94,550,0,7,13.4,,
Kilifi,Yellowfin tuna,Thunnus albacares,1999/2000,2000,56,295,0,7,8.0,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,1999/2000,2000,151,1265,0,7,21.6,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2000/2001,2001,2833,27012,0,7,404.7,,
Watamu,Yellowfin tuna,Thunnus albacares,2000/2001,2001,2744,27879,0,7,392.0,,
Shimoni,Yellowfin tuna,Thunnus albacares,2000/2001,2001,122,1180,0,7,17.4,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2000/2001,2001,258,1856,0,7,36.9,,
Kilifi,Yellowfin tuna,Thunnus albacares,2000/2001,2001,156,553,0,7,22.3,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2000/2001,2001,287,4754,0,7,41.0,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2001/2002,2002,2417,26192,29,7,345.3,,
Watamu,Yellowfin tuna,Thunnus albacares,2001/2002,2002,2845,46051,57,7,406.4,,
Shimoni,Yellowfin tuna,Thunnus albacares,2001/2002,2002,155,1682,0,7,22.1,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2001/2002,2002,535,4395,0,7,76.4,,
Kilifi,Yellowfin tuna,Thunnus albacares,2001/2002,2002,641,3748,0,7,91.6,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2001/2002,2002,316,3650,0,7,45.1,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2002/2003,2003,5126,57150,14,7,732.3,,
Watamu,Yellowfin tuna,Thunnus albacares,2002/2003,2003,3756,37719,0,7,536.6,,
Shimoni,Yellowfin tuna,Thunnus albacares,2002/2003,2003,135,1591,0,7,19.3,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2002/2003,2003,683,7068,0,7,97.6,,
Kilifi,Yellowfin tuna,Thunnus albacares,2002/2003,2003,160,3575,0,7,22.9,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2002/2003,2003,657,6995,0,7,93.9,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2003/2004,2004,3495,33566,0,7,499.3,,
Watamu,Yellowfin tuna,Thunnus albacares,2003/2004,2004,1450,13073.5,0,7,207.1,,
Shimoni,Yellowfin tuna,Thunnus albacares,2003/2004,2004,218,2244,0,7,31.1,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2003/2004,2004,470,3036.9,0,7,67.1,,
Kilifi,Yellowfin tuna,Thunnus albacares,2003/2004,2004,145,1059,0,7,20.7,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2003/2004,2004,253,2478,0,7,36.1,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2004/2005,2005,2242,26975.8,33,7,320.3,,
Watamu,Yellowfin tuna,Thunnus albacares,2004/2005,2005,3521,31711.5,0,7,503.0,,
Shimoni,Yellowfin tuna,Thunnus albacares,2004/2005,2005,283,3660,0,7,40.4,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2004/2005,2005,564,2042,0,7,80.6,,
Kilifi,Yellowfin tuna,Thunnus albacares,2004/2005,2005,66,231,0,7,9.4,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2004/2005,2005,355,2216.5,0,7,50.7,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2005/2006,2006,1404,9448.6,0,7,200.6,,
Watamu,Yellowfin tuna,Thunnus albacares,2005/2006,2006,853,5787,0,7,121.9,,
Shimoni,Yellowfin tuna,Thunnus albacares,2005/2006,2006,671,3453.7,0,7,95.9,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2005/2006,2006,135,828.7,0,7,19.3,,
Kilifi,Yellowfin tuna,Thunnus albacares,2005/2006,2006,12,43.4,0,7,1.7,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2005/2006,2006,197,1496,0,7,28.1,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2006/2007,2007,884,8972.1,9,7,126.3,,
Watamu,Yellowfin tuna,Thunnus albacares,2006/2007,2007,710,7175.5,0,7,101.4,,
Shimoni,Yellowfin tuna,Thunnus albacares,2006/2007,2007,177,1011.5,0,7,25.3,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2006/2007,2007,44,371.9,0,7,6.3,,
Kilifi,Yellowfin tuna,Thunnus albacares,2006/2007,2007,0,0,0,7,0.0,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2006/2007,2007,147,1689,0,7,21.0,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2007/2008,2008,531,8841,10,7,75.9,,
Watamu,Yellowfin tuna,Thunnus albacares,2007/2008,2008,6816,6182,0,7,973.7,,
Shimoni,Yellowfin tuna,Thunnus albacares,2007/2008,2008,111,714.6,0,7,15.9,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2007/2008,2008,21,98,0,7,3.0,,
Kilifi,Yellowfin tuna,Thunnus albacares,2007/2008,2008,10,0,0,7,1.4,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2007/2008,2008,196,1597,0,7,28.0,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2008/2009,2009,1293,7966,7,7,184.7,,
Watamu,Yellowfin tuna,Thunnus albacares,2008/2009,2009,1330,11633,25,7,190.0,,
Shimoni,Yellowfin tuna,Thunnus albacares,2008/2009,2009,72,545.8,0,7,10.3,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2008/2009,2009,100,872,0,7,14.3,,
Kilifi,Yellowfin tuna,Thunnus albacares,2008/2009,2009,29,108.2,0,7,4.1,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2008/2009,2009,259,223.5,0,7,37.0,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2009/2010,2010,949,6148,13,7,135.6,,
Watamu,Yellowfin tuna,Thunnus albacares,2009/2010,2010,1330,11633,25,7,190.0,,
Shimoni,Yellowfin tuna,Thunnus albacares,2009/2010,2010,53,186.2,0,7,7.6,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2009/2010,2010,51,341,0,7,7.3,,
Kilifi,Yellowfin tuna,Thunnus albacares,2009/2010,2010,17,106,0,7,2.4,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2009/2010,2010,301,3019,0,7,43.0,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2010/2011,2011,949,6148,13,7,135.6,,
Watamu,Yellowfin tuna,Thunnus albacares,2010/2011,2011,1216,5049,4,7,173.7,,
Shimoni,Yellowfin tuna,Thunnus albacares,2010/2011,2011,53,186.2,0,7,7.6,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2010/2011,2011,51,341,0,7,7.3,,
Kilifi,Yellowfin tuna,Thunnus albacares,2010/2011,2011,17,106,0,7,2.4,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2010/2011,2011,301,3019,0,7,43.0,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2011/2012,2012,1241,8851,0,7,177.3,,
Watamu,Yellowfin tuna,Thunnus albacares,2011/2012,2012,1093,7802,0,7,156.1,,
Shimoni,Yellowfin tuna,Thunnus albacares,2011/2012,2012,106,569,0,7,15.1,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2011/2012,2012,48,308,0,7,6.9,,
Kilifi,Yellowfin tuna,Thunnus albacares,2011/2012,2012,33,205,0,7,4.7,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2011/2012,2012,593,3857,0,7,84.7,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2012/2013,2013,832,30226,0,7,118.9,,
Watamu,Yellowfin tuna,Thunnus albacares,2012/2013,2013,579,4935,0,7,82.7,,
Shimoni,Yellowfin tuna,Thunnus albacares,2012/2013,2013,166,202,0,7,23.7,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2012/2013,2013,9,97,0,7,1.3,,
Kilifi,Yellowfin tuna,Thunnus albacares,2012/2013,2013,9,78.6,0,7,1.3,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2012/2013,2013,41,234,0,7,5.9,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2013/2014,2014,678,5838,0,7,96.9,,
Watamu,Yellowfin tuna,Thunnus albacares,2013/2014,2014,889,5068,0,7,127.0,,
Shimoni,Yellowfin tuna,Thunnus albacares,2013/2014,2014,57,411,0,7,8.1,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2013/2014,2014,101,198,0,7,14.4,,
Kilifi,Yellowfin tuna,Thunnus albacares,2013/2014,2014,20,93,0,7,2.9,,
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2013/2014,2014,163,1241,0,7,23.3,,
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2014/2015,2015,0,0,0,7,0.0,,
Watamu,Yellowfin tuna,Thunnus albacares,2014/2015,2015,71,690,0,7,10.1,,
Shimoni,Yellowfin tuna,Thunnus albacares,2014/2015,2015,0,0,0,7,0.0,,
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2014/2015,2015,265,0,0,7,37.9,,
Kilifi,Yellowfin tuna,Thunnus albacares,2014/2015,2015,22,105,0,7,3.1,,
