zone,fish_type,species,season,year,number_of_boated_catch,weight_in_kgs,tagged_fish,hours,cpue,released_weight_weight_boated,calculated_length,wrong_entry,average_weight,release_weight
Malindi & Ngomeni,Black Marlin,Istiompax indica,2013/2014,2014,21,1918,15,7,3,,,no,91.33,1369
Watamu,Black Marlin,Istiompax indica,2013/2014,2014,60,3404,55,7,8.6,,,no,56.73,3120
Shimoni,Black Marlin,Istiompax indica,2013/2014,2014,5,602,5,7,0.7,,,no,120.4,602
Kilifi,Black Marlin,Istiompax indica,2013/2014,2014,1,100,1,7,0.1,,,no,100,100
Malindi & Ngomeni,Black Marlin,Istiompax indica,2014/2015,2015,23,80,13,7,3.3,,,no,3.48,45
Watamu,Black Marlin,Istiompax indica,2014/2015,2015,55,2100,40,7,7.9,,,no,38.18,1527
Shimoni,Black Marlin,Istiompax indica,2014/2015,2015,1,200,1,7,0.1,,,no,200,200
Mtwapa & Mombasa,Black Marlin,Istiompax indica,2014/2015,2015,3,85,2,7,0.4,,,no,28.33,56
Kilifi,Black Marlin,Istiompax indica,2014/2015,2015,7,823,4,7,1,,,no,117.57,470
Malindi & Ngomeni,Black Marlin,Makaira mazara,1990/1991,1991,1,38,0,7,0.1,,,no,38,0
Watamu,Blue Marlin,Makaira mazara,1990/1991,1991,7,712,0,7,1,,,no,101.71,0
Shimoni,Blue Marlin,Makaira mazara,1990/1991,1991,5,841,0,7,0.7,,,no,168.2,0
Kilifi,Blue Marlin,Makaira mazara,1990/1991,1991,1,49,0,7,0.1,,,no,49,0
Lamu & Kiwayu,Blue Marlin,Makaira mazara,1990/1991,1991,1,76,0,7,0.1,,,no,76,0
Malindi & Ngomeni,Blue Marlin,Makaira mazara,1991/1992,1992,6,866,0,7,0.9,,,no,144.33,0
Watamu,Blue Marlin,Makaira mazara,1991/1992,1992,3,334,1,7,0.4,,,no,111.33,111
Shimoni,Blue Marlin,Makaira mazara,1991/1992,1992,6,1428,1,7,0.9,,,no,238,238
Mtwapa & Mombasa,Blue Marlin,Makaira mazara,1991/1992,1992,1,87,0,7,0.1,,,no,87,0
Kilifi,Blue Marlin,Makaira mazara,1991/1992,1992,3,187,0,7,0.4,,,no,62.33,0
Malindi & Ngomeni,Blue Marlin,Makaira mazara,1992/1993,1993,4,631.1,1,7,0.6,,,no,157.78,157
Watamu,Blue Marlin,Makaira mazara,1992/1993,1993,12,816,7,7,1.7,,,no,68,476
Shimoni,Blue Marlin,Makaira mazara,1992/1993,1993,5,580,1,7,0.7,,,no,116,116
Mtwapa & Mombasa,Blue Marlin,Makaira mazara,1992/1993,1993,2,138,0,7,0.3,,,no,69,0
Malindi & Ngomeni,Blue Marlin,Makaira mazara,1993/1994,1994,6,530.1,3,7,0.9,,,no,88.35,265
Watamu,Blue Marlin,Makaira mazara,1993/1994,1994,18,1647,18,7,2.6,,,no,91.5,1647
Shimoni,Blue Marlin,Makaira mazara,1993/1994,1994,8,1056.5,1,7,1.1,,,no,132.06,132
Mtwapa & Mombasa,Blue Marlin,Makaira mazara,1993/1994,1994,1,54,1,7,0.1,,,no,54,54
Kilifi,Blue Marlin,Makaira mazara,1993/1994,1994,2,88.3,0,7,0.3,,,no,44.15,0
Lamu & Kiwayu,Blue Marlin,Makaira mazara,1993/1994,1994,2,145,1,7,0.3,,,no,72.5,72
Malindi & Ngomeni,Blue Marlin,Makaira mazara,1994/1995,1995,4,826,1,7,0.6,,,no,206.5,206
Watamu,Blue Marlin,Makaira mazara,1994/1995,1995,2,198,1,7,0.3,,,no,99,99
Shimoni,Blue Marlin,Makaira mazara,1994/1995,1995,5,637,1,7,0.7,,,no,127.4,127
Mtwapa & Mombasa,Blue Marlin,Makaira mazara,1994/1995,1995,3,170,0,7,0.4,,,no,56.67,0
Kilifi,Blue Marlin,Makaira mazara,1994/1995,1995,3,247,0,7,0.4,,,no,82.33,0
Malindi & Ngomeni,Blue Marlin,Makaira mazara,1995/1996,1996,11,1151,3,7,1.6,,,no,104.64,313
Watamu,Blue Marlin,Makaira mazara,1995/1996,1996,43,2379,25,7,6.1,,,no,55.33,1383
Shimoni,Blue Marlin,Makaira mazara,1995/1996,1996,13,939,11,7,1.9,,,no,72.23,794
Mtwapa & Mombasa,Blue Marlin,Makaira mazara,1995/1996,1996,1,58,0,7,0.1,,,no,58,0
Kilifi,Blue Marlin,Makaira mazara,1995/1996,1996,9,246,0,7,1.3,,,no,27.33,0
Lamu & Kiwayu,Blue Marlin,Makaira mazara,1995/1996,1996,1,248,0,7,0.1,,,no,248,0
Malindi & Ngomeni,Blue Marlin,Makaira mazara,1996/1997,1997,1,266,0,7,0.1,,,no,266,0
Shimoni,Blue Marlin,Makaira mazara,1996/1997,1997,6,1174,2,7,0.9,,,no,195.67,391
Mtwapa & Mombasa,Blue Marlin,Makaira mazara,1996/1997,1997,1,57,0,7,0.1,,,no,57,0
Kilifi,Blue Marlin,Makaira mazara,1996/1997,1997,1,68,0,7,0.1,,,no,68,0
Malindi & Ngomeni,Blue Marlin,Makaira mazara,1997/1998,1998,3,350,1,7,0.4,,,no,116.67,116
Watamu,Blue Marlin,Makaira mazara,1997/1998,1998,12,801,6,7,1.7,,,no,66.75,400
Shimoni,Blue Marlin,Makaira mazara,1997/1998,1998,9,933.2,3,7,1.3,,,no,103.69,311
Kilifi,Blue Marlin,Makaira mazara,1997/1998,1998,4,239.4,2,7,0.6,,,no,59.85,119
Malindi & Ngomeni,Blue Marlin,Makaira mazara,1998/1999,1999,19,247,14,7,2.7,,,no,13,182
Watamu,Blue Marlin,Makaira mazara,1998/1999,1999,39,439,34,7,5.6,,,no,11.26,382
Shimoni,Blue Marlin,Makaira mazara,1998/1999,1999,11,370,7,7,1.6,,,no,33.64,235
Mtwapa & Mombasa,Blue Marlin,Makaira mazara,1998/1999,1999,3,104,1,7,0.4,,,no,34.67,34
Kilifi,Blue Marlin,Makaira mazara,1998/1999,1999,23,324,17,7,3.3,,,no,14.09,239
Lamu & Kiwayu,Blue Marlin,Makaira mazara,1998/1999,1999,3,180,3,7,0.4,,,no,60,180
Malindi & Ngomeni,Blue Marlin,Makaira mazara,1999/2000,2000,6,904,6,7,0.9,,,no,150.67,904
Watamu,Blue Marlin,Makaira mazara,1999/2000,2000,9,527,4,7,1.3,,,no,58.56,234
Shimoni,Blue Marlin,Makaira mazara,1999/2000,2000,11,472,11,7,1.6,,,no,42.91,472
Mtwapa & Mombasa,Blue Marlin,Makaira mazara,1999/2000,2000,1,80,1,7,0.1,,,no,80,80
Kilifi,Blue Marlin,Makaira mazara,1999/2000,2000,2,159,0,7,0.3,,,no,79.5,0
Lamu & Kiwayu,Blue Marlin,Makaira mazara,1999/2000,2000,3,180,3,7,0.4,,,no,60,180
Malindi & Ngomeni,Blue Marlin,Makaira mazara,2000/2001,2001,3,339,1,7,0.4,,,no,113,113
Watamu,Blue Marlin,Makaira mazara,2001/2002,2002,1,60,1,7,0.1,,,no,60,60
Watamu,Blue Marlin,Makaira mazara,2002/2003,2003,2,247,2,7,0.3,,,no,123.5,247
Shimoni,Blue Marlin,Makaira mazara,2002/2003,2003,1,80,1,7,0.1,,,no,80,80
Watamu,Blue Marlin,Makaira mazara,2003/2004,2004,1,113,0,7,0.1,,,no,113,0
Malindi & Ngomeni,Blue Marlin,Makaira mazara,2004/2005,2005,2,90,2,7,0.3,,,no,45,90
Watamu,Blue Marlin,Makaira mazara,2004/2005,2005,6,336,5,7,0.9,,,no,56,280
Shimoni,Blue Marlin,Makaira mazara,2004/2005,2005,3,190,2,7,0.4,,,no,63.33,126
Malindi & Ngomeni,Blue Marlin,Makaira mazara,2005/2006,2006,19,510,19,7,2.7,,,no,26.84,509
Watamu,Blue Marlin,Makaira mazara,2005/2006,2006,34,1748,34,7,4.9,,,no,51.41,1747
Shimoni,Blue Marlin,Makaira mazara,2005/2006,2006,8,454,8,7,1.1,,,no,56.75,454
Mtwapa & Mombasa,Blue Marlin,Makaira mazara,2005/2006,2006,1,50,1,7,0.1,,,no,50,50
Malindi & Ngomeni,Blue Marlin,Makaira mazara,2006/2007,2007,9,681,7,7,1.3,,,no,75.67,529
Watamu,Blue Marlin,Makaira mazara,2006/2007,2007,20,2234.5,19,7,2.9,,,no,111.72,2122
Shimoni,Blue Marlin,Makaira mazara,2006/2007,2007,4,224,4,7,0.6,,,no,56,224
Malindi & Ngomeni,Blue Marlin,Makaira mazara,2007/2008,2008,3,248,2,7,0.4,,,no,82.67,165
Watamu,Blue Marlin,Makaira mazara,2007/2008,2008,17,2564,15,7,2.4,,,no,150.82,2262
Shimoni,Blue Marlin,Makaira mazara,2007/2008,2008,4,208,4,7,0.6,,,no,52,208
Malindi & Ngomeni,Blue Marlin,Makaira mazara,2008/2009,2009,17,1180,15,7,2.4,,,no,69.41,1041
Watamu,Blue Marlin,Makaira mazara,2008/2009,2009,50,4156,44,7,7.1,,,no,83.12,3657
Shimoni,Blue Marlin,Makaira mazara,2008/2009,2009,9,892,8,7,1.3,,,no,99.11,792
Kilifi,Blue Marlin,Makaira mazara,2008/2009,2009,1,120,0,7,0.1,,,no,120,0
Lamu & Kiwayu,Blue Marlin,Makaira mazara,2008/2009,2009,1,1100,1,7,0.1,,,no,1100,1100
Malindi & Ngomeni,Blue Marlin,Makaira mazara,2009/2010,2010,42,4051,32,7,6,,,no,96.45,3086
Watamu,Blue Marlin,Makaira mazara,2009/2010,2010,50,4156,44,7,7.1,,,no,83.12,3657
Shimoni,Blue Marlin,Makaira mazara,2009/2010,2010,2,241,2,7,0.3,,,no,120.5,241
Mtwapa & Mombasa,Blue Marlin,Makaira mazara,2009/2010,2010,6,380,6,7,0.9,,,no,63.33,379
Kilifi,Blue Marlin,Makaira mazara,2009/2010,2010,2,180,2,7,0.3,,,no,90,180
Malindi & Ngomeni,Blue Marlin,Makaira mazara,2010/2011,2011,42,4051,32,7,6,,,no,96.45,3086
Watamu,Blue Marlin,Makaira mazara,2010/2011,2011,89,4219,64,7,12.7,,,no,47.4,3033
Shimoni,Blue Marlin,Makaira mazara,2010/2011,2011,2,241,2,7,0.3,,,no,120.5,241
Mtwapa & Mombasa,Blue Marlin,Makaira mazara,2010/2011,2011,6,380,6,7,0.9,,,no,63.33,379
Kilifi,Blue Marlin,Makaira mazara,2010/2011,2011,2,180,2,7,0.3,,,no,90,180
Malindi & Ngomeni,Blue Marlin,Makaira mazara,2011/2012,2012,7,735,5,7,1,,,no,105,525
Watamu,Blue Marlin,Makaira mazara,2011/2012,2012,16,1216,12,7,2.3,,,no,76,912
Shimoni,Blue Marlin,Makaira mazara,2011/2012,2012,10,1162,8,7,1.4,,,no,116.2,929
Mtwapa & Mombasa,Blue Marlin,Makaira mazara,2011/2012,2012,1,90,1,7,0.1,,,no,90,90
Kilifi,Blue Marlin,Makaira mazara,2011/2012,2012,1,100,1,7,0.1,,,no,100,100
Lamu & Kiwayu,Blue Marlin,Makaira mazara,2011/2012,2012,3,150,2,7,0.4,,,no,50,100
Malindi & Ngomeni,Blue Marlin,Makaira mazara,2012/2013,2013,21,2245,15,7,3,,,no,106.9,1603
Watamu,Blue Marlin,Makaira mazara,2012/2013,2013,33,2424,26,7,4.7,,,no,73.45,1909
Shimoni,Blue Marlin,Makaira mazara,2012/2013,2013,12,2092,8,7,1.7,,,no,174.33,1394
Kilifi,Blue Marlin,Makaira mazara,2012/2013,2013,4,144.4,2,7,0.6,,,no,36.1,72
Malindi & Ngomeni,Blue Marlin,Makaira mazara,2013/2014,2014,60,4109,54,7,8.6,,,no,68.48,3697
Watamu,Blue Marlin,Makaira mazara,2013/2014,2014,121,8028,101,7,17.3,,,no,66.35,6701
Shimoni,Blue Marlin,Makaira mazara,2013/2014,2014,11,921,7,7,1.6,,,no,83.73,586
Kilifi,Blue Marlin,Makaira mazara,2013/2014,2014,13,1315,13,7,1.9,,,no,101.15,1314
Watamu,Blue Marlin,Makaira mazara,2014/2015,2015,50,2321,41,7,7.1,,,no,46.42,1903
Shimoni,Blue Marlin,Makaira mazara,2014/2015,2015,1,316,0,7,0.1,,,no,316,0
Kilifi,Blue Marlin,Makaira mazara,2014/2015,2015,6,849,5,7,0.9,,,no,141.5,707
Watamu,Broadbill,Xiphias gladius,1990/1991,1991,3,52,0,7,0.4,,,no,17.33,0
Watamu,Broadbill,Xiphias gladius,1991/1992,1992,1,17,0,7,0.1,,,no,17,0
Malindi & Ngomeni,Broadbill,Xiphias gladius,1992/1993,1993,27,798.1,9,7,3.9,,,no,29.56,266
Watamu,Broadbill,Xiphias gladius,1992/1993,1993,61,793,34,7,8.7,,,no,13,442
Shimoni,Broadbill,Xiphias gladius,1992/1993,1993,2,65,0,7,0.3,,,no,32.5,0
Lamu & Kiwayu,Broadbill,Xiphias gladius,1992/1993,1993,6,143,3,7,0.9,,,no,23.83,71
Malindi & Ngomeni,Broadbill,Xiphias gladius,1993/1994,1994,98,2847.1,31,7,14,,,no,29.05,900
Watamu,Broadbill,Xiphias gladius,1993/1994,1994,32,999.7,15,7,4.6,,,no,31.24,468
Shimoni,Broadbill,Xiphias gladius,1993/1994,1994,4,108.7,1,7,0.6,,,no,27.18,27
Mtwapa & Mombasa,Broadbill,Xiphias gladius,1993/1994,1994,5,181,3,7,0.7,,,no,36.2,108
Kilifi,Broadbill,Xiphias gladius,1993/1994,1994,9,100,6,7,1.3,,,no,11.11,66
Malindi & Ngomeni,Broadbill,Xiphias gladius,1994/1995,1995,29,704,10,7,4.1,,,no,24.28,242
Watamu,Broadbill,Xiphias gladius,1994/1995,1995,10,64,7,7,1.4,,,no,6.4,44
Shimoni,Broadbill,Xiphias gladius,1994/1995,1995,3,27,1,7,0.4,,,no,9,9
Mtwapa & Mombasa,Broadbill,Xiphias gladius,1994/1995,1995,9,243,3,7,1.3,,,no,27,81
Malindi & Ngomeni,Broadbill,Xiphias gladius,1995/1996,1996,57,1708,29,7,8.1,,,no,29.96,868
Watamu,Broadbill,Xiphias gladius,1995/1996,1996,8,140,3,7,1.1,,,no,17.5,52
Shimoni,Broadbill,Xiphias gladius,1995/1996,1996,1,18,0,7,0.1,,,no,18,0
Mtwapa & Mombasa,Broadbill,Xiphias gladius,1995/1996,1996,7,267,2,7,1,,,no,38.14,76
Lamu & Kiwayu,Broadbill,Xiphias gladius,1995/1996,1996,5,66,3,7,0.7,,,no,13.2,39
Malindi & Ngomeni,Broadbill,Xiphias gladius,1996/1997,1997,28,420,7,7,4,,,no,15,105
Watamu,Broadbill,Xiphias gladius,1996/1997,1997,16,22,15,7,2.3,,,no,1.38,20
Shimoni,Broadbill,Xiphias gladius,1996/1997,1997,5,214,1,7,0.7,,,no,42.8,42
Mtwapa & Mombasa,Broadbill,Xiphias gladius,1996/1997,1997,2,67,0,7,0.3,,,no,33.5,0
Kilifi,Broadbill,Xiphias gladius,1996/1997,1997,2,55,0,7,0.3,,,no,27.5,0
Lamu & Kiwayu,Broadbill,Xiphias gladius,1996/1997,1997,2,50,2,7,0.3,,,no,25,50
Malindi & Ngomeni,Broadbill,Xiphias gladius,1997/1998,1998,41,1595.5,29,7,5.9,,,no,38.91,1128
